Assembly Accession	Assembly Name	Organism Name	Organism Taxonomic ID	ANI Check status	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Stats Total Sequence Length	Assembly Stats Total Number of Chromosomes	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Contig N50	Assembly Stats Scaffold N50	Assembly Stats Number of Scaffolds	Assembly Submitter	Annotation Count Gene Total	Annotation Count Gene Protein-coding	Type Material Display Text	CheckM contamination
GCF_047304525.1	ASM4730452v1	Prochlorococcus sp. MIT 9401	3082530	OK		MIT 9401					GCF_047304525.1-RS_2025_01_31	1649445	1	Complete Genome	2025-01-31		1649445	1649445	1	Civil and Environmental Engineering, Massachusetts Institute of Technology	1894	1850		0.28
GCA_047305015.1	ASM4730501v1	Prochlorococcus sp. MIT 1304	3082525	OK		MIT 1304						1641776	1	Complete Genome	2025-01-29		1641776	1641776	1	Civil and Environmental Engineering, Massachusetts Institute of Technology				0.08
GCF_047305015.1	ASM4730501v1	Prochlorococcus sp. MIT 1304	3082525	OK		MIT 1304					GCF_047305015.1-RS_2025_01_31	1641776	1	Complete Genome	2025-01-31		1641776	1641776	1	Civil and Environmental Engineering, Massachusetts Institute of Technology	1894	1838		0.08
GCA_047305065.1	ASM4730506v1	Prochlorococcus sp. MIT 1205	3082524	OK		MIT 1205						1641776	1	Complete Genome	2025-01-29		1641776	1641776	1	Civil and Environmental Engineering, Massachusetts Institute of Technology				0.08
GCF_047305065.1	ASM4730506v1	Prochlorococcus sp. MIT 1205	3082524	OK		MIT 1205					GCF_047305065.1-RS_2025_01_31	1641776	1	Complete Genome	2025-01-31		1641776	1641776	1	Civil and Environmental Engineering, Massachusetts Institute of Technology	1900	1844		0.08
GCA_032701645.1	ASM3270164v1	Microcystis aeruginosa LE3	1194489	OK					LE3		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4984962	1	Chromosome	2023-10-16		4984862	4984962	1	Old Dominion University	4762	4486		0.09
GCF_032701645.1	ASM3270164v1	Microcystis aeruginosa LE3	1194489	OK					LE3		GCF_032701645.1-RS_2024_11_06	4984962	1	Chromosome	2023-10-16		4984862	4984962	1	Old Dominion University	4789	4451		0.09
GCA_022984265.1	ASM2298426v1	Synechococcus elongatus PCC 6311	2883261	OK		PCC 6311					Annotation submitted by University of California, San Diego	2743999	3	Chromosome	2022-04-14		2654352	2689791	3	University of California, San Diego	2772	2721		0.72
GCF_022984265.1	ASM2298426v1	Synechococcus elongatus PCC 6311	2883261	OK		PCC 6311					GCF_022984265.1-RS_2024_12_23	2743999	3	Chromosome	2022-04-14		2654352	2689791	3	University of California, San Diego	2773	2713		0.72
GCA_022984345.1	ASM2298434v1	Synechococcus elongatus PCC 7943	115747	OK		PCC 7943					Annotation submitted by University of California, San Diego	2743767	3	Chromosome	2022-04-14		2654120	2689559	3	University of California, San Diego	2773	2721		0.72
GCF_022984345.1	ASM2298434v1	Synechococcus elongatus PCC 7943	115747	OK		PCC 7943					GCF_022984345.1-RS_2024_12_23	2743767	3	Chromosome	2022-04-14		2654120	2689559	3	University of California, San Diego	2773	2714		0.72
GCA_000018585.1	ASM1858v1	Prochlorococcus marinus str. MIT 9211	93059	Inconclusive		MIT9211					Annotation submitted by The Gordon and Betty Moore Foundation Marine Microbiology Initiative	1688963	1	Chromosome	2007-11-13		1357840	1688963	1	The Gordon and Betty Moore Foundation Marine Microbiology Initiative	1901	1855		0.02
GCF_000018585.1	ASM1858v1	Prochlorococcus marinus str. MIT 9211	93059	Inconclusive		MIT 9211					GCF_000018585.1-RS_2024_05_06	1688963	1	Chromosome	2007-11-13		1357840	1688963	1	The Gordon and Betty Moore Foundation Marine Microbiology Initiative	1851	1800		0.02
GCA_000340565.3	ASM34056v3	Nodularia spumigena CCY9414	313624	Inconclusive		CCY9414					Annotation submitted by University of Freiburg	5462271	1	Chromosome	2014-04-03		184511	5462271	1	University of Freiburg	5363	5295		0.87
GCF_000340565.2	ASM34056v3	Nodularia spumigena CCY9414	313624	Inconclusive		CCY9414					GCF_000340565.2-RS_2024_03_30	5462271	1	Chromosome	2014-04-03		184511	5462271	1	University of Freiburg	4833	4590		0.87
GCA_014489865.2	ASM1448986v2	Limnospira fusiformis KN01	2759955	OK		KN01					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5640992	1	Chromosome	2022-03-09		25872	5640992	1	University of Dar es Salaam	5235	5012		0.68
GCF_014489865.2	ASM1448986v2	Limnospira fusiformis KN01	2759955	OK		KN01					GCF_014489865.2-RS_2024_06_04	5640992	1	Chromosome	2022-03-09		25872	5640992	1	University of Dar es Salaam	5246	4939		0.68
GCA_904830945.1	P. agardhii_No.758	Planktothrix agardhii	1160	OK		No.758					Annotation submitted by Justus Liebig Universitat	5640632	1	Chromosome	2022-06-30		2972733	5640632	1	Justus Liebig Universitat	4968	4914		1.69
GCF_904830945.1	P. agardhii_No.758	Planktothrix agardhii	1160	OK		No.758					GCF_904830945.1-RS_2024_07_18	5640632	1	Chromosome	2022-06-30		2972733	5640632	1	Justus Liebig Universitat	5026	4895		1.69
GCA_018128485.1	ASM1812848v1	Leptolyngbya sp. 7M	2812896	Inconclusive		7M					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6990850	1	Chromosome	2021-04-22		6990750	6990850	1	Universidad de Costa Rica	7593	7020		29.34
GCF_018128485.1	ASM1812848v1	Leptolyngbya sp. 7M	2812896	Inconclusive		7M					GCF_018128485.1-RS_2025_01_08	6990850	1	Chromosome	2021-04-22		6990750	6990850	1	Universidad de Costa Rica	7762	7266		29.34
GCA_023558375.1	ASM2355837v1	Chroococcidiopsis sp. CCMEE 29	155894	Inconclusive		CCMEE 29						6389872	2	Chromosome	2022-05-26		5716410	5716510	2	University of Rome Tor Vergata				6.89
GCF_023558375.1	ASM2355837v1	Chroococcidiopsis sp. CCMEE 29	155894	Inconclusive		CCMEE 29					GCF_023558375.1-RS_2024_05_16	6389872	2	Chromosome	2022-05-26		5716410	5716510	2	University of Rome Tor Vergata	6337	5833		6.89
GCA_032813545.1	ASM3281354v1	Nodosilinea sp. E11	3037479	Inconclusive		E11					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6106171	7	Chromosome	2023-10-18		5458963	5459063	7	Tianjin University	5247	5139		1.54
GCF_032813545.1	ASM3281354v1	Nodosilinea sp. E11	3037479	Inconclusive		E11					GCF_032813545.1-RS_2025_01_08	6106171	7	Chromosome	2023-10-18		5458963	5459063	7	Tianjin University	5272	5136		1.54
GCA_042134685.1	ASM4213468v1	Microcystis sp. BLCC-F210	3342751	OK		BLCC-F210					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4962507	1	Chromosome	2024-09-21		4962407	4962507	1	Ft. Lauderdale Research and Education Center; Applied Phycology, University of Florida	4818	4361		0.35
GCF_042134685.1	ASM4213468v1	Microcystis sp. BLCC-F210	3342751	OK		BLCC-F210					GCF_042134685.1-RS_2024_09_21	4962507	1	Chromosome	2024-09-22		4962407	4962507	1	Ft. Lauderdale Research and Education Center; Applied Phycology, University of Florida	4818	4361		0.35
GCA_005577135.1	ASM557713v1	Picosynechococcus sp. PCC 11901	2579791	Inconclusive		PCC 11901					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3471813	6	Chromosome	2019-05-22		3081514	3081514	6	Nanyang Technological University	3316	3171		
GCF_005577135.1	ASM557713v1	Picosynechococcus sp. PCC 11901	2579791	Inconclusive		PCC 11901					GCF_005577135.1-RS_2024_11_06	3471813	6	Chromosome	2019-05-22		3081514	3081514	6	Nanyang Technological University	3377	3272		
GCA_029636065.1	ASM2963606v1	Synechococcus sp. CCFWC 502	2978474	Inconclusive					CCFWC 502		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2860008	1	Chromosome	2023-04-10		2859908	2860008	1	Old Dominion University, Greene Lab	3028	2927		0.12
GCF_029636065.1	ASM2963606v1	Synechococcus sp. CCFWC 502	2978474	Inconclusive					CCFWC 502		GCF_029636065.1-RS_2024_07_19	2860008	1	Chromosome	2023-04-10		2859908	2860008	1	Old Dominion University, Greene Lab	3045	2943		0.12
GCA_018502385.1	ASM1850238v1	Synechococcus sp. LA31	2741953	Inconclusive		LA31					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2752151	1	Chromosome	2021-05-26		2752051	2752151	1	University of Southern California	2974	2889		0.47
GCF_018502385.1	ASM1850238v1	Synechococcus sp. LA31	2741953	Inconclusive		LA31					GCF_018502385.1-RS_2024_08_25	2752151	1	Chromosome	2021-05-26		2752051	2752151	1	University of Southern California	2988	2912		0.47
GCA_014217855.1	ASM1421785v1	Synechococcus sp. HK01-R	2751171	Inconclusive		HK01-R					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2479254	1	Chromosome	2020-08-17		2479154	2479254	1	South China Sea Institute of Oceanology	2650	2531		0.12
GCF_014217855.1	ASM1421785v1	Synechococcus sp. HK01-R	2751171	Inconclusive		HK01-R					GCF_014217855.1-RS_2024_08_16	2479254	1	Chromosome	2020-08-17		2479154	2479254	1	South China Sea Institute of Oceanology	2674	2577		0.12
GCA_014279995.1	ASM1427999v1	Synechococcus sp. BIOS-E4-1	1400864	Inconclusive		BIOS-E4-1					Annotation submitted by Station Biologique de Roscoff (CNRS - Sorbonne University)	3314220	1	Chromosome	2020-08-24		1990727	3314220	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	4391	4338		0.94
GCF_014279995.1	ASM1427999v1	Synechococcus sp. BIOS-E4-1	1400864	Inconclusive		BIOS-E4-1					GCF_014279995.1-RS_2024_08_17	3314220	1	Chromosome	2020-08-24		1990727	3314220	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	3597	3496		0.94
GCA_001989435.1	ASM198943v1	Prochlorococcus sp. RS01	1924286	OK		RS01					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1657699	1	Chromosome	2017-02-07		1657599	1657699	1	King Abdullah University of Science and Technology (KAUST)	1843	1795		0.1
GCF_001989435.1	ASM198943v1	Prochlorococcus sp. RS01	1924286	OK		RS01					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1657699	1	Chromosome	2017-02-07		1657599	1657699	1	King Abdullah University of Science and Technology (KAUST)	1906	1860		0.1
GCA_001989455.1	ASM198945v1	Prochlorococcus sp. RS04	1924287	OK		RS04					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1656322	1	Chromosome	2017-02-07		1656222	1656322	1	King Abdullah University of Science and Technology (KAUST)	1841	1794		0.1
GCF_001989455.1	ASM198945v1	Prochlorococcus sp. RS04	1924287	OK		RS04					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1656322	1	Chromosome	2017-02-07		1656222	1656322	1	King Abdullah University of Science and Technology (KAUST)	1907	1862		0.1
GCA_001989415.1	ASM198941v1	Prochlorococcus sp. RS50	1924285	OK		RS50					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1656133	1	Chromosome	2017-02-07		1656033	1656133	1	King Abdullah University of Science and Technology (KAUST)	1840	1790		0.1
GCF_001989415.1	ASM198941v1	Prochlorococcus sp. RS50	1924285	OK		RS50					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1656133	1	Chromosome	2017-02-07		1656033	1656133	1	King Abdullah University of Science and Technology (KAUST)	1914	1869		0.1
GCA_000505665.1	ASM50566v1	Thermosynechococcus sp. NK55a	1394889	OK		NK55					Annotation submitted by PNNL	2520064	1	Chromosome	2013-12-11		1347712	2520064	1	PNNL	2400	2232		
GCF_000505665.1	ASM50566v1	Thermosynechococcus sp. NK55a	1394889	OK		NK55					GCF_000505665.1-RS_2024_11_05	2520064	1	Chromosome	2013-12-11		1347712	2520064	1	PNNL	2479	2359		
GCA_001040845.1	ASM104084v1	Synechococcus sp. WH 8020	32052	Inconclusive		WH 8020					Annotation submitted by University of Rhode Island	2661166	1	Chromosome	2015-06-26		462217	2661166	1	University of Rhode Island	2785	2688		
GCF_001040845.1	ASM104084v1	Synechococcus sp. WH 8020	32052	Inconclusive		WH 8020					GCF_001040845.1-RS_2024_08_22	2661166	1	Chromosome	2015-06-26		462217	2661166	1	University of Rhode Island	2813	2745		
GCA_010222815.1	ASM1022281v1	Synechocystis sp. CACIAM 05	1933929	Inconclusive		CACIAM 05					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3580992	1	Chromosome	2020-02-06		95083	3580992	1	Universidade Federal do Para	3376	3228		1.7
GCF_010222815.1	ASM1022281v1	Synechocystis sp. CACIAM 05	1933929	Inconclusive		CACIAM 05					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3580992	1	Chromosome	2020-02-06		95083	3580992	1	Universidade Federal do Para	3381	3257		1.7
GCA_904830885.1	P. agardhii_PCC 7811	Planktothrix agardhii	1160	OK		PCC 7811					Annotation submitted by Justus Liebig Universitat	5144739	1	Chromosome	2022-06-30	CAJGUZ01	4803959	4803959	6	Justus Liebig Universitat	4698	4645		3.15
GCF_904830885.1	P. agardhii_PCC 7811	Planktothrix agardhii	1160	OK		PCC 7811					GCF_904830885.1-RS_2024_07_21	5144739	1	Chromosome	2022-06-30	CAJGUZ01	4803959	4803959	6	Justus Liebig Universitat	4722	4582		3.15
GCA_000710505.1	Plagard2.0	Planktothrix agardhii NIVA-CYA 126/8	388467	OK		NIVA-CYA 126/8					Annotation submitted by Institute for Limnology	5045869	6	Chromosome	2014-06-23	ASAK01	1121392	4785602	6	Institute for Limnology	4259	4191		1.29
GCF_000710505.1	Plagard2.0	Planktothrix agardhii NIVA-CYA 126/8	388467	OK		NIVA-CYA 126/8					GCF_000710505.1-RS_2024_04_10	5045869	6	Chromosome	2014-06-23	ASAK01	1121392	4785602	6	Institute for Limnology	4568	4378		1.29
GCA_900009275.2	Planktothrix rubescens PCC 7821	Planktothrix rubescens NIVA-CYA 18	329571	Inconclusive		PCC 7821					Annotation submitted by Genoscope CEA	5627634	3	Chromosome	2020-07-07	CZCZ02	587432	3149317	7	Genoscope CEA	5404	5296		2.67
GCF_900009275.2	Planktothrix rubescens PCC 7821	Planktothrix rubescens NIVA-CYA 18	329571	Inconclusive		PCC 7821					GCF_900009275.2-RS_2024_06_02	5627634	3	Chromosome	2020-07-07	CZCZ02	587432	3149317	7	Genoscope CEA	5104	4959		2.67
GCA_000332275.1	ASM33227v1	Synechococcus sp. PCC 7336	195250	Inconclusive		PCC 7336						5066637	1	Chromosome	2013-01-22	ALWC01	1596630	5066637	1	JGI				
GCF_000332275.1	ASM33227v1	Synechococcus sp. PCC 7336	195250	Inconclusive		PCC 7336					GCF_000332275.1-RS_2024_08_13	5066637	1	Chromosome	2013-01-22	ALWC01	1596630	5066637	1	JGI	4650	4513		
GCA_003609755.1	ASM360975v1	Planktothrix agardhii NIES-204	282423	OK		NIES-204					Annotation submitted by National Institute for Environmental Studies	5084134	5	Complete Genome	2018-04-04		4780238	4780238	5	National Institute for Environmental Studies	4547	4492	assembly from type material	2.74
GCA_020905635.1	ASM2090563v1	Microcystis aeruginosa NIBR18	2894165	OK					NIBR18			5868528	1	Complete Genome	2021-11-21		5868528	5868528	1	korea university				
GCA_047302995.1	ASM4730299v1	Prochlorococcus marinus str. MIT 9303	59922	Inconclusive		MIT 9303						2686886	1	Complete Genome	2025-01-29		2686886	2686886	1	Civil and Environmental Engineering, Massachusetts Institute of Technology				
GCA_026000695.2	ASM2600069v2	Arthrospira platensis NIES-39	696747	OK		NIES-39					Annotation submitted by Laboratory of Gene Biodynamics, Graduate School of Biostudies, Kyoto University	6818856	1	Complete Genome	2023-09-23		6818856	6818856	1	Laboratory of Gene Biodynamics, Graduate School of Biostudies, Kyoto University	6427	6371		
GCA_025200965.1	ASM2520096v1	Arthrospira platensis C1	459495	Inconclusive		C1					Annotation submitted by King mongkut's university of technology thonburi	6400479	1	Complete Genome	2022-09-14		6400479	6400479	1	King mongkut's university of technology thonburi	6287	6237		4.11
GCF_025200965.1	ASM2520096v1	Arthrospira platensis C1	459495	Inconclusive		C1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6400479	1	Complete Genome	2022-09-14		6400479	6400479	1	King mongkut's university of technology thonburi	6080	5311		4.11
GCA_042083005.1	BEA_BIOMOL_Lpla.1	Arthrospira platensis BEA 1257B	3234866	Failed		BEA 1257B					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6321939	1	Complete Genome	2024-07-24		6321939	6321939	1	BEA, ULPGC (BEA-BIOMOL)	6148	5101		
GCA_037094475.1	ASM3709447v1	Microcoleus vaginatus PCC 9802	669365	Inconclusive		PCC 9802						6720419	2	Complete Genome	2024-03-10		6698532	6698532	2	Center for Fundamental and Applied Microbiomics, Biodesign Institute, Arizona State University				
GCA_022701275.1	ASM2270127v1	Microcoleus vaginatus PCC 9802	669365	Inconclusive		PCC 9802					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6698371	1	Complete Genome	2022-03-28		6698371	6698371	1	Lawrence Berkeley National Laboratory	5532	5044		0.46
GCF_022701275.1	ASM2270127v1	Microcoleus vaginatus PCC 9802	669365	Inconclusive		PCC9802					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6698371	1	Complete Genome	2022-03-28		6698371	6698371	1	Lawrence Berkeley National Laboratory	5438	5163		0.46
GCA_022701255.1	ASM2270125v1	Microcoleus vaginatus HSN003	2303329	Inconclusive		HSN003					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6756317	1	Complete Genome	2022-03-28		6756317	6756317	1	Lawrence Berkeley National Laboratory	5714	5155		3.45
GCF_022701255.1	ASM2270125v1	Microcoleus vaginatus HSN003	2303329	Inconclusive		HSN003					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6756317	1	Complete Genome	2022-03-28		6756317	6756317	1	Lawrence Berkeley National Laboratory	5763	5461		3.45
GCA_002368255.1	ASM236825v1	Leptolyngbya boryana NIES-2135	1973484	OK		NIES-2135					Annotation submitted by Toyohashi University of Technology	7233668	4	Complete Genome	2017-06-25		6255463	6255463	4	Toyohashi University of Technology	6823	6746		1.21
GCF_002368255.1	ASM236825v1	Leptolyngbya boryana NIES-2135	1973484	OK		NIES-2135					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7233668	4	Complete Genome	2017-06-25		6255463	6255463	4	Toyohashi University of Technology	6757	6491		1.21
GCA_017346875.1	ASM1734687v1	Aphanizomenon flos-aquae KM1D3_PB	2723857	Inconclusive					KM1D3_PB		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6071322	1	Complete Genome	2021-03-12		6071322	6071322	1	Oregon State University	5815	5218		
GCA_017346855.1	ASM1734685v1	Aphanizomenon flos-aquae DEX188	2717882	Inconclusive					DEX188		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4538078	1	Complete Genome	2021-03-12		4538078	4538078	1	Oregon State University	4094	3841		
GCA_000063505.1	ASM6350v1	Synechococcus sp. WH 7803	32051	Inconclusive							Annotation submitted by Genoscope	2366980	1	Complete Genome	2007-05-19		2366980	2366980	1	Genoscope	2586	2533		
GCF_000063505.1	ASM6350v1	Synechococcus sp. WH 7803	32051	Inconclusive							NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2366980	1	Complete Genome	2007-05-19		2366980	2366980	1	Genoscope	2528	2456		
GCA_016745315.2	ASM1674531v2	Arthrospira sp. PCC 9108	147317	OK		PCC 9108					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6763969	1	Complete Genome	2022-12-08		6763969	6763969	1	Biological Research Center (CIB-CSIC)	6896	6287		2.72
GCA_904830895.1	P. rubescens_PCC7821	Planktothrix rubescens NIVA-CYA 18	329571	Failed		PCC 7821					Annotation submitted by Justus Liebig Universitat	5698378	5	Complete Genome	2022-06-30		5464396	5464396	5	Justus Liebig Universitat	5153	5100		
GCA_000317655.1	ASM31765v1	Cyanobacterium stanieri PCC 7202	292563	OK		PCC 7202					Annotation submitted by DOE Joint Genome Institute	3163381	1	Complete Genome	2012-12-07		3163381	3163381	1	DOE Joint Genome Institute	2941	2837	assembly from type material	0.63
GCF_000317655.1	ASM31765v1	Cyanobacterium stanieri PCC 7202	292563	OK		PCC 7202						3163381	1	Complete Genome	2012-12-07		3163381	3163381	1	DOE Joint Genome Institute			assembly from type material	0.63
GCA_019977735.1	ASM1997773v1	Calothrix sp. PCC 7716	2853227	Inconclusive		PCC 7716					Annotation submitted by Applied Chemistry and Life Science, Toyohashi University of Technology	12367066	10	Complete Genome	2021-08-20		11423121	11423121	10	Applied Chemistry and Life Science, Toyohashi University of Technology	10864	10787		27.96
GCF_019977735.1	ASM1997773v1	Calothrix sp. PCC 7716	2853227	Inconclusive		PCC 7716					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	12367066	10	Complete Genome	2021-08-20		11423121	11423121	10	Applied Chemistry and Life Science, Toyohashi University of Technology	11111	10717		27.96
GCA_002368455.1	ASM236845v1	Calothrix sp. NIES-4071	2005469	Inconclusive		NIES-4071					Annotation submitted by Toyohashi University of Technology	12049274	9	Complete Genome	2017-06-25		11064963	11064963	9	Toyohashi University of Technology	11015	10935		28.08
GCF_002368455.1	ASM236845v1	Calothrix sp. NIES-4071	2005469	Inconclusive		NIES-4071					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	12049274	9	Complete Genome	2017-06-25		11064963	11064963	9	Toyohashi University of Technology	10691	9858		28.08
GCA_963665115.1	glLicPygm2.Rivularia_sp_1.1	uncultured Rivularia sp.	447564	Inconclusive					bc3217e8-a359-4fa3-9fd5-735ade2a2895			8693925	1	Complete Genome	2023-11-17		8693925	8693925	1	WELLCOME SANGER INSTITUTE				
GCA_002368175.1	ASM236817v1	Calothrix sp. NIES-2098	1954171	Inconclusive		NIES-2098					Annotation submitted by Toyohashi University of Technology	8878628	2	Complete Genome	2017-06-25		8656060	8656060	2	Toyohashi University of Technology	7441	7353		19.24
GCF_002368175.1	ASM236817v1	Calothrix sp. NIES-2098	1954171	Inconclusive		NIES-2098					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8878628	2	Complete Genome	2017-06-25		8656060	8656060	2	Toyohashi University of Technology	7386	7082		19.24
GCA_017164015.1	ASM1716401v1	Nostoc sp. UHCC 0702	2814655	Inconclusive		UHCC 0702					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8587404	1	Complete Genome	2021-03-04		8587404	8587404	1	University of Helsinki	7569	7172		4.17
GCF_017164015.1	ASM1716401v1	Nostoc sp. UHCC 0702	2814655	Inconclusive		UHCC 0702					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8587404	1	Complete Genome	2021-03-04		8587404	8587404	1	University of Helsinki	7589	7254		4.17
GCA_025370055.1	ASM2537005v1	Woronichinia naegeliana WA131	2824559	Inconclusive					WA131		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7867615	1	Complete Genome	2022-09-22		7867615	7867615	1	Oregon State University	8014	6589		
GCA_002163975.1	ASM216397v1	Nostocales cyanobacterium HT-58-2	1940762	Inconclusive		HT-58-2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7899568	3	Complete Genome	2017-06-02		7846907	7846907	3	North Carolina State University	6581	6177		
GCF_002163975.1	ASM216397v1	Nostocales cyanobacterium HT-58-2	1940762	Inconclusive		HT-58-2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7899568	3	Complete Genome	2017-06-02		7846907	7846907	3	North Carolina State University	6596	6195		
GCA_004296455.1	ASM429645v1	Calothrix sp. NIES-4101	2005461	Inconclusive		NIES-4101					Annotation submitted by Toyohashi University of Technology	7586835	6	Complete Genome	2017-06-25		7235916	7235916	6	Toyohashi University of Technology	6502	6434		8.95
GCA_042692285.1	ASM4269228v1	Gloeotrichia echinulata GP01	3350243	Inconclusive					GP01		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7223118	1	Complete Genome	2024-10-07		7223118	7223118	1	Water Health and Humans, Bigelow Laboratory for Ocean Sciences	6542	6217		
GCA_041937185.1	OleMiss_Lepto_poly	Leptolyngbya sp. BL-A-14	3104317	Inconclusive					BL-A-14		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7789325	8	Complete Genome	2024-09-16		7186627	7186627	8	BioMolecular Sciences, Boudreau Lab	6957	6745		
GCA_038087005.1	Gloeotrichia echinulata IR180	Gloeotrichia echinulata IR180	2723855	Inconclusive					IR180		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7016774	1	Complete Genome	2024-04-02		7016774	7016774	1	Microbiology, Oregon State University	6161	5880		
GCA_038087035.1	Gloeotrichia echinulata CP02	Gloeotrichia echinulata CP02	2723856	Inconclusive					CP02		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6861882	1	Complete Genome	2024-04-02		6861882	6861882	1	Microbiology, Oregon State University	6137	5863		
GCA_042465645.1	Micana_N	Microcoleus anatoxicus	2705319	OK					Neu2020_N		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6783256	2	Complete Genome	2024-10-01		6666218	6666218	2	Institute of Biology, Laboratory of Microbiology, University of Neuchatel	5935	5696		4.55
GCA_003990705.1	ASM399070v1	Nostoc sp. HK-01	196308	Inconclusive		NIES-2109					Annotation submitted by Toyohashi University of Technology	7527697	8	Complete Genome	2018-04-04		6494018	6494018	8	Toyohashi University of Technology	6534	6424		1.63
GCA_003060805.1	ASM306080v1	Arthrospira sp. TJSD092	2153484	Inconclusive		TJSD092						6434389	1	Complete Genome	2018-04-23		6434389	6434389	1	Tianjin University of Commerce				4.69
GCF_003060805.1	ASM306080v1	Arthrospira sp. TJSD092	2153484	Inconclusive		TJSD092					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6434389	1	Complete Genome	2018-04-23		6434389	6434389	1	Tianjin University of Commerce	6161	5656		4.69
GCA_042919575.1	ASM4291957v1	Stenomitos frigidus ULC029	3070788	Inconclusive					ULC029		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6403461	3	Complete Genome	2024-10-09		6320863	6320863	3	InBios, University of Liege	5845	5652		
GCA_001548435.1	ASM154843v1	Leptolyngbya sp. NIES-3755	1752064	Inconclusive		NIES-3755					Annotation submitted by Toyohashi University of Technology	6761657	4	Complete Genome	2015-12-17		6244812	6244812	4	Toyohashi University of Technology	6712	6635		5.1
GCF_001548435.1	ASM154843v1	Leptolyngbya sp. NIES-3755	1752064	Inconclusive		NIES-3755					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6761657	4	Complete Genome	2015-12-17		6244812	6244812	4	Toyohashi University of Technology	6603	6350		5.1
GCA_963718615.1	MFD04716.bin.1.71	uncultured cyanobacterium	1211	Inconclusive					MFD04716.bin.1.71			6095823	1	Complete Genome	2024-12-29		6095823	6095823	1	Center for Microbial Communities, Albertsen lab, Fredrik Bajers Vej 7H, 9220 Aalborg East, Denmark, Denmark				
GCA_017355425.1	ASM1735542v1	Dolichospermum sp. DET69	2529119	Inconclusive					DET69		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6040057	2	Complete Genome	2021-03-15		5839262	5839262	2	Oregon State University	5511	5164		
GCA_025999015.1	ASM2599901v1	Fischerella sp.	1191	OK					KatS3mg066		Annotation submitted by RIKEN-BRC	5606060	1	Complete Genome	2022-10-07		5606060	5606060	1	RIKEN-BRC	4979	4921		0.95
GCA_963706595.1	MFD01721.bin.c.4	uncultured cyanobacterium	1211	Inconclusive					MFD01721.bin.c.4			5569666	1	Complete Genome	2024-12-29		5569666	5569666	1	Center for Microbial Communities, Albertsen lab, Fredrik Bajers Vej 7H, 9220 Aalborg East, Denmark, Denmark				
